id,station,date,prcp,tobs,name,latitude,longitude,elevation
579,USC00513117,5/3/17,0.01,74,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
584,USC00513117,5/2/17,0.03,73,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
590,USC00513117,5/1/17,0.07,68,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
596,USC00513117,4/30/17,1.21,61,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
602,USC00513117,4/29/17,0.35,66,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
608,USC00513117,4/28/17,2.6,70,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
614,USC00513117,4/27/17,0.1,73,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
620,USC00513117,4/26/17,0,78,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
626,USC00513117,4/25/17,0,75,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
632,USC00513117,4/24/17,0,76,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
636,USC00513117,4/23/17,0.02,75,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
640,USC00513117,4/22/17,1.01,74,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
645,USC00513117,4/21/17,1.16,70,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
651,USC00513117,4/20/17,0.33,75,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
657,USC00513117,4/19/17,0.02,70,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
663,USC00513117,4/18/17,0.08,70,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
670,USC00513117,4/17/17,0.41,69,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
675,USC00513117,4/16/17,0.49,69,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
680,USC00513117,4/15/17,0.45,70,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
685,USC00513117,4/14/17,0.69,70,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
691,USC00513117,4/13/17,0.27,71,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
697,USC00513117,4/12/17,0.03,74,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
703,USC00513117,4/11/17,0.03,75,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
709,USC00513117,4/10/17,0.01,71,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
715,USC00513117,4/9/17,0,69,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
719,USC00513117,4/8/17,0,73,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
722,USC00513117,4/7/17,0,74,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
728,USC00513117,4/6/17,0,73,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
735,USC00513117,4/5/17,0.04,72,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
742,USC00513117,4/4/17,0.04,72,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
749,USC00513117,4/3/17,0.08,73,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
755,USC00513117,4/2/17,0,74,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
761,USC00513117,4/1/17,0,76,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
767,USC00513117,3/31/17,0,74,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
773,USC00513117,3/30/17,0.08,74,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
778,USC00513117,3/29/17,0,73,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
784,USC00513117,3/28/17,0.03,75,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
790,USC00513117,3/27/17,0,74,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
795,USC00513117,3/26/17,0,75,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
800,USC00513117,3/25/17,0.13,72,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
805,USC00513117,3/24/17,0.6,72,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
811,USC00513117,3/23/17,0,74,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
817,USC00513117,3/22/17,0,74,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
823,USC00513117,3/21/17,0,73,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
829,USC00513117,3/20/17,0,72,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
834,USC00513117,3/19/17,0,72,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
839,USC00513117,3/18/17,0,67,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
844,USC00513117,3/17/17,0.19,69,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
849,USC00513117,3/16/17,0,69,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
854,USC00513117,3/15/17,0,71,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
860,USC00513117,3/14/17,0,70,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
867,USC00513117,3/13/17,0,70,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
872,USC00513117,3/12/17,0,70,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
876,USC00513117,3/11/17,0.03,68,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
881,USC00513117,3/10/17,0.13,68,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
888,USC00513117,3/9/17,0.8,67,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
894,USC00513117,3/8/17,0,70,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
899,USC00513117,3/7/17,0,65,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
904,USC00513117,3/6/17,0.51,66,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
908,USC00513117,3/5/17,0.1,70,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
912,USC00513117,3/4/17,0,76,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
917,USC00513117,3/3/17,0.54,73,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
923,USC00513117,3/2/17,1.45,73,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
929,USC00513117,3/1/17,2.2,72,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
936,USC00513117,2/28/17,0.16,73,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
942,USC00513117,2/27/17,0,66,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
948,USC00513117,2/26/17,0,63,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
952,USC00513117,2/25/17,0,63,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
956,USC00513117,2/24/17,0,70,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
963,USC00513117,2/23/17,0,70,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
970,USC00513117,2/22/17,0.06,70,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
977,USC00513117,2/21/17,0,70,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
982,USC00513117,2/20/17,0,71,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
986,USC00513117,2/19/17,0,70,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
990,USC00513117,2/18/17,0,71,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
994,USC00513117,2/17/17,0.8,67,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1000,USC00513117,2/16/17,0,74,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1006,USC00513117,2/15/17,0,76,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1011,USC00513117,2/14/17,0,72,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1017,USC00513117,2/13/17,2.9,69,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1023,USC00513117,2/12/17,1.07,67,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1029,USC00513117,2/11/17,1,65,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1035,USC00513117,2/10/17,0,64,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1042,USC00513117,2/9/17,0.02,64,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1049,USC00513117,2/8/17,1.08,67,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1056,USC00513117,2/7/17,1.08,67,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1063,USC00513117,2/6/17,0.16,74,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1069,USC00513117,2/5/17,0,75,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1074,USC00513117,2/4/17,0,67,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1078,USC00513117,2/3/17,0,64,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1084,USC00513117,2/2/17,0,63,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1091,USC00513117,2/1/17,0,69,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1098,USC00513117,1/31/17,0,69,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1105,USC00513117,1/30/17,0,69,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1111,USC00513117,1/29/17,0,71,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1115,USC00513117,1/28/17,0.14,71,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1120,USC00513117,1/27/17,0,63,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1127,USC00513117,1/26/17,0,72,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1134,USC00513117,1/25/17,0.12,73,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1139,USC00513117,1/24/17,0.15,71,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1144,USC00513117,1/23/17,0.08,71,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1149,USC00513117,1/22/17,0.01,71,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1154,USC00513117,1/21/17,0.04,72,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1160,USC00513117,1/20/17,0,73,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1166,USC00513117,1/19/17,0,74,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1172,USC00513117,1/18/17,0,73,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1178,USC00513117,1/17/17,0,74,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1184,USC00513117,1/16/17,0,69,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1189,USC00513117,1/15/17,0,67,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1193,USC00513117,1/14/17,0,66,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1198,USC00513117,1/13/17,0,70,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1202,USC00513117,1/12/17,0,67,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1206,USC00513117,1/11/17,0,66,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1211,USC00513117,1/10/17,0,66,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1217,USC00513117,1/9/17,0,65,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1223,USC00513117,1/8/17,0,62,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1229,USC00513117,1/7/17,0.06,72,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1235,USC00513117,1/6/17,0,70,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1241,USC00513117,1/5/17,0,65,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1247,USC00513117,1/4/17,0,64,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1253,USC00513117,1/3/17,0,65,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1258,USC00513117,1/2/17,0,66,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1263,USC00513117,1/1/17,0.29,66,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1268,USC00513117,12/31/16,0.62,71,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1273,USC00513117,12/30/16,0.21,69,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1279,USC00513117,12/29/16,0.18,72,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1285,USC00513117,12/28/16,0.09,71,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1291,USC00513117,12/27/16,0.03,73,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1297,USC00513117,12/26/16,0.26,74,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1302,USC00513117,12/25/16,0.03,74,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1307,USC00513117,12/24/16,0.14,73,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1313,USC00513117,12/23/16,0.1,69,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1319,USC00513117,12/22/16,0.17,70,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1325,USC00513117,12/21/16,0.03,72,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1332,USC00513117,12/20/16,0.02,74,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1338,USC00513117,12/19/16,0.21,69,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1344,USC00513117,12/18/16,0.29,67,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1349,USC00513117,12/17/16,0.11,71,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1354,USC00513117,12/16/16,0.01,63,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1360,USC00513117,12/15/16,0.02,70,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1366,USC00513117,12/14/16,0.05,70,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1372,USC00513117,12/13/16,0.1,68,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1378,USC00513117,12/12/16,0.01,68,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1384,USC00513117,12/11/16,0.02,72,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1389,USC00513117,12/10/16,0.02,71,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1394,USC00513117,12/9/16,0.34,70,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1399,USC00513117,12/8/16,0.03,72,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1406,USC00513117,12/7/16,0.17,71,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1411,USC00513117,12/6/16,0.02,70,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1416,USC00513117,12/5/16,0.34,68,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1422,USC00513117,12/4/16,0.1,69,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1428,USC00513117,12/3/16,0.04,71,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1434,USC00513117,12/2/16,0.3,71,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1440,USC00513117,12/1/16,0.33,73,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1446,USC00513117,11/30/16,0.05,74,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1452,USC00513117,11/29/16,0.04,74,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1458,USC00513117,11/28/16,0.02,75,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1464,USC00513117,11/27/16,0.06,75,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1470,USC00513117,11/26/16,0.05,76,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1476,USC00513117,11/25/16,0.05,76,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1481,USC00513117,11/24/16,0.2,75,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1486,USC00513117,11/23/16,0.03,75,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1491,USC00513117,11/22/16,0.41,76,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1496,USC00513117,11/21/16,0.02,75,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1501,USC00513117,11/20/16,0.11,75,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1505,USC00513117,11/19/16,0.11,73,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1509,USC00513117,11/18/16,0.01,78,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1513,USC00513117,11/17/16,0.03,75,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1519,USC00513117,11/16/16,0.14,76,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1525,USC00513117,11/15/16,0,78,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1531,USC00513117,11/14/16,0.06,76,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1538,USC00513117,11/13/16,0,72,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1544,USC00513117,11/12/16,0,68,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1550,USC00513117,11/11/16,0,71,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1556,USC00513117,11/10/16,0,69,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1562,USC00513117,11/9/16,0.08,70,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1569,USC00513117,11/8/16,0.14,71,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1575,USC00513117,11/7/16,0,69,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1581,USC00513117,11/6/16,0.02,76,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1587,USC00513117,11/5/16,0.02,72,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1593,USC00513117,11/4/16,0,76,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1599,USC00513117,11/3/16,0,74,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1605,USC00513117,11/2/16,0,76,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1611,USC00513117,11/1/16,0.01,77,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1617,USC00513117,10/31/16,0.03,76,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
1623,USC00513117,10/30/16,0.1,78,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6
